TRANSACTION_ID,CLIENT_ID,PRODUCT_CODE,QUANTITY,UNIT_PRICE,TRANSACTION_DATE,STATUS
3964,107,Bom-B200,58,474.97,2025-09-24 18:10:18.636326,
3965,106,BOM-C300,58,476.36,2025-09-25 18:10:18.636326,Anulat
3966,103,BOM-A100,22,391.32,2026-01-11 18:10:18.636326,Finalizat
3967,101,BOM-A100,68,53.6,2025-08-06 18:10:18.636326,Finalizat
3968,109,bom-a100,27,193.24,2025-04-18 18:10:18.636326,In Procesare
3969,104,Bom-B200,48,75.15,2025-09-23 18:10:18.636326,Finalizat
3970,101,BOM-C300,49,63.67,2025-10-30 18:10:18.636326,In Procesare
3971,105,BOM-B200,63,327.34,2025-08-13 18:10:18.636326,In Procesare
3972,105,BOM-B200,62,15.49,2025-09-14 18:10:18.636326,Finalizat
3973,106,BOM-A100,47,20.63,2025-08-22 18:10:18.636326,Finalizat
3974,102,bom-a100,91,432.9,2025-08-16 18:10:18.636326,
3975,106,Bom-B200,53,241.55,2025-10-28 18:10:18.636326,Finalizat
3976,102,bom-a100,62,432.0,2026-03-18 18:10:18.636326,Finalizat
3977,105,BOM-B200,48,437.49,2025-12-01 18:10:18.636326,In Procesare
3978,105,BOM-C300,34,243.96,2026-01-03 18:10:18.636326,Finalizat
3979,108,BOM-B200,83,440.66,2025-04-27 18:10:18.636326,In Procesare
3980,110,bom-a100,71,239.78,2025-05-29 18:10:18.636326,Finalizat
3981,110,BOM-A100,37,395.87,2026-01-19 18:10:18.636326,Finalizat
3982,106,Bom-B200,-15,194.32,2026-01-14 18:10:18.636326,Anulat
3983,102,bom-a100,56,222.94,2025-11-14 18:10:18.636326,Finalizat
3984,105,BOM-B200,52,460.87,2025-11-02 18:10:18.636326,Finalizat
3985,102,BOM-A100,60,244.39,2026-04-04 18:10:18.636326,In Procesare
3986,102,BOM-A100,69,390.33,2025-11-26 18:10:18.636326,
3987,110,bom-a100,23,113.71,2025-08-02 18:10:18.636326,
3988,106,BOM-C300,10,290.49,2026-03-14 18:10:18.636326,
3989,102,Bom-B200,35,402.05,2025-12-30 18:10:18.636326,Finalizat
3990,106,BOM-B200,20,420.63,2025-08-02 18:10:18.636326,In Procesare
3991,102,BOM-A100,43,97.27,2025-09-21 18:10:18.636326,Finalizat
3992,109,Bom-B200,69,441.09,2025-11-18 18:10:18.636326,Anulat
3993,101,bom-a100,32,33.22,2025-07-21 18:10:18.636326,Finalizat
3994,101,bom-a100,11,416.09,2025-06-12 18:10:18.636326,In Procesare
3995,104,BOM-B200,76,69.62,2025-10-03 18:10:18.636326,Finalizat
3996,105,bom-a100,11,491.94,2025-09-02 18:10:18.636326,Finalizat
3997,103,BOM-A100,46,475.54,2025-09-10 18:10:18.636326,Finalizat
3998,107,BOM-A100,18,325.47,2025-07-10 18:10:18.636326,
3999,110,Bom-B200,57,339.53,2025-12-17 18:10:18.636326,Finalizat
4000,102,BOM-A100,24,238.62,2026-01-17 18:10:18.636326,In Procesare
4001,105,bom-a100,52,392.22,2025-05-19 18:10:18.636326,Finalizat
4002,104,bom-a100,48,404.96,2026-03-14 18:10:18.636326,Anulat
4003,106,BOM-B200,18,20.38,2026-02-23 18:10:18.636326,Finalizat
4004,103,bom-a100,59,268.6,2025-11-06 18:10:18.636326,Finalizat
4005,105,Bom-B200,56,36.75,2025-07-24 18:10:18.636326,Finalizat
4006,108,BOM-C300,61,296.1,2025-10-27 18:10:18.636326,Finalizat
4007,109,bom-a100,49,480.84,2025-10-09 18:10:18.636326,Anulat
4008,101,BOM-B200,60,71.96,2025-09-02 18:10:18.636326,Finalizat
4009,104,bom-a100,89,22.24,2025-06-07 18:10:18.636326,Finalizat
4010,106,Bom-B200,50,377.94,2025-05-21 18:10:18.636326,In Procesare
4011,108,bom-a100,-15,97.59,2025-10-31 18:10:18.636326,Finalizat
4012,104,BOM-C300,59,72.98,2026-04-16 18:10:18.636326,Finalizat
4013,107,BOM-C300,16,156.93,2025-09-23 18:10:18.636326,Finalizat
4014,109,bom-a100,26,303.28,2025-10-09 18:10:18.636326,In Procesare
4015,101,bom-a100,40,30.46,2025-09-09 18:10:18.636326,Finalizat
4016,109,bom-a100,57,13.92,2026-03-07 18:10:18.636326,Finalizat
4017,108,BOM-B200,75,453.89,2026-04-09 18:10:18.636326,Finalizat
4018,109,BOM-C300,5,450.72,2025-06-14 18:10:18.636326,Finalizat
4019,109,bom-a100,49,332.27,2026-02-22 18:10:18.636326,Finalizat
4020,105,BOM-C300,-1,260.98,2026-03-14 18:10:18.636326,Finalizat
4021,107,Bom-B200,44,149.05,2025-05-26 18:10:18.636326,Finalizat
4022,109,bom-a100,55,46.26,2025-09-08 18:10:18.636326,In Procesare
4023,110,BOM-B200,61,248.73,2025-10-28 18:10:18.636326,Finalizat
4024,104,bom-a100,21,237.63,2026-01-28 18:10:18.636326,Finalizat
4025,109,BOM-B200,48,90.52,2025-08-08 18:10:18.636326,In Procesare
4026,102,Bom-B200,78,11.04,2026-02-12 18:10:18.636326,Finalizat
4027,104,BOM-C300,63,308.74,2026-02-14 18:10:18.636326,In Procesare
4028,102,Bom-B200,63,185.89,2025-09-13 18:10:18.636326,Finalizat
4029,106,bom-a100,24,201.73,2025-11-09 18:10:18.636326,Finalizat
4030,102,bom-a100,-15,160.61,2025-10-13 18:10:18.636326,Finalizat
4031,103,BOM-B200,74,318.52,2025-10-29 18:10:18.636326,Finalizat
4032,106,BOM-B200,52,460.88,2025-05-10 18:10:18.636326,In Procesare
4033,101,BOM-B200,93,391.89,2026-01-30 18:10:18.636326,Anulat
4034,110,BOM-A100,87,147.68,2025-09-29 18:10:18.636326,Finalizat
4035,108,BOM-A100,32,193.6,2025-12-25 18:10:18.636326,Finalizat
4036,101,Bom-B200,24,219.21,2025-07-29 18:10:18.636326,In Procesare
4037,104,Bom-B200,58,280.06,2025-05-03 18:10:18.636326,In Procesare
4038,104,bom-a100,22,180.82,2025-11-12 18:10:18.636326,
4039,105,BOM-B200,82,492.84,2026-03-30 18:10:18.636326,Finalizat
4040,106,BOM-B200,44,281.25,2026-02-19 18:10:18.636326,In Procesare
4041,102,Bom-B200,34,437.98,2026-03-22 18:10:18.636326,Anulat
4042,108,BOM-A100,58,259.52,2025-11-29 18:10:18.636326,Finalizat
4043,103,BOM-A100,16,300.65,2025-11-21 18:10:18.636326,Finalizat
4044,108,BOM-A100,70,426.56,2026-01-30 18:10:18.636326,Finalizat
4045,110,BOM-B200,25,381.74,2025-05-06 18:10:18.636326,Anulat
4046,110,Bom-B200,39,123.59,2025-08-04 18:10:18.636326,Finalizat
4047,101,Bom-B200,59,137.05,2026-04-05 18:10:18.636326,In Procesare
4048,102,BOM-A100,43,68.62,2026-04-16 18:10:18.636326,Anulat
4049,104,Bom-B200,20,47.15,2026-01-06 18:10:18.636326,Finalizat
4050,104,BOM-C300,57,396.75,2026-03-06 18:10:18.636326,In Procesare
4051,103,BOM-C300,97,156.07,2025-09-12 18:10:18.636326,Finalizat
4052,103,bom-a100,44,289.58,2025-05-29 18:10:18.636326,Finalizat
4053,110,Bom-B200,31,111.38,2026-04-07 18:10:18.636326,Finalizat
4054,109,bom-a100,28,449.19,2025-10-07 18:10:18.636326,Finalizat
4055,110,bom-a100,87,325.35,2025-10-04 18:10:18.636326,Anulat
4056,104,BOM-A100,63,499.47,2025-11-15 18:10:18.636326,In Procesare
4057,102,Bom-B200,67,157.18,2025-12-05 18:10:18.636326,Finalizat
4058,109,bom-a100,48,228.74,2025-06-06 18:10:18.636326,Finalizat
4059,107,BOM-C300,9,125.91,2025-10-20 18:10:18.636326,Finalizat
4060,105,bom-a100,80,284.85,2025-06-16 18:10:18.636326,Finalizat
4061,109,BOM-C300,72,293.56,2025-10-15 18:10:18.636326,Finalizat
4062,106,bom-a100,48,438.66,2025-09-07 18:10:18.636326,Anulat
4063,103,BOM-C300,38,75.37,2026-02-14 18:10:18.636326,Finalizat
4064,107,bom-a100,-15,36.32,2026-01-26 18:10:18.636326,Finalizat
4065,102,BOM-C300,56,50.34,2025-10-07 18:10:18.636326,Finalizat
4066,107,BOM-B200,63,268.22,2025-10-31 18:10:18.636326,Finalizat
4067,104,BOM-A100,30,432.01,2025-12-19 18:10:18.636326,Finalizat
4068,101,BOM-C300,51,357.37,2025-05-07 18:10:18.636326,Finalizat
4069,108,BOM-B200,43,362.18,2026-01-01 18:10:18.636326,Finalizat
4070,109,Bom-B200,52,372.04,2025-09-12 18:10:18.636326,Finalizat
4071,101,BOM-B200,70,88.06,2025-04-19 18:10:18.636326,In Procesare
4072,107,BOM-A100,59,24.65,2026-02-18 18:10:18.636326,Finalizat
4073,102,bom-a100,37,369.13,2026-03-20 18:10:18.636326,In Procesare
4074,102,BOM-B200,40,56.66,2026-03-23 18:10:18.636326,Anulat
4075,106,BOM-B200,28,16.03,2026-03-05 18:10:18.636326,Finalizat
4076,102,BOM-A100,54,87.75,2025-08-04 18:10:18.636326,Finalizat
4077,110,bom-a100,72,63.39,2025-05-24 18:10:18.636326,Finalizat
4078,107,BOM-B200,46,53.56,2025-10-28 18:10:18.636326,Finalizat
4079,104,bom-a100,47,120.08,2025-12-13 18:10:18.636326,In Procesare
4080,103,bom-a100,50,412.83,2025-12-29 18:10:18.636326,Finalizat
4081,106,BOM-C300,45,337.16,2025-11-27 18:10:18.636326,Finalizat
4082,101,bom-a100,38,415.02,2025-09-22 18:10:18.636326,In Procesare
4083,109,BOM-A100,31,224.65,2025-06-10 18:10:18.636326,Finalizat
4084,106,Bom-B200,42,354.09,2025-11-19 18:10:18.636326,Finalizat
4085,104,BOM-C300,23,352.24,2025-11-29 18:10:18.636326,Finalizat
4086,101,Bom-B200,81,264.45,2025-05-05 18:10:18.636326,
4087,102,BOM-C300,50,127.26,2025-05-31 18:10:18.636326,Finalizat
4088,105,bom-a100,82,98.88,2025-11-19 18:10:18.636326,
4089,101,bom-a100,12,70.98,2025-06-16 18:10:18.636326,In Procesare
4090,103,bom-a100,67,75.92,2025-04-22 18:10:18.636326,Finalizat
4091,107,BOM-A100,42,213.06,2025-07-30 18:10:18.636326,Finalizat
4092,104,bom-a100,51,273.57,2026-03-16 18:10:18.636326,Finalizat
4093,106,BOM-B200,27,163.3,2025-05-27 18:10:18.636326,Finalizat
4094,102,BOM-A100,41,238.47,2026-01-07 18:10:18.636326,Finalizat
4095,102,Bom-B200,34,13.53,2026-03-03 18:10:18.636326,Finalizat
4096,102,BOM-B200,30,247.23,2025-07-06 18:10:18.636326,Finalizat
4097,108,BOM-B200,3,383.21,2025-10-04 18:10:18.636326,In Procesare
4098,101,BOM-C300,84,158.86,2026-04-16 18:10:18.636326,Finalizat
4099,108,BOM-A100,-15,205.61,2025-11-21 18:10:18.636326,Finalizat
4100,101,BOM-A100,82,133.57,2025-05-24 18:10:18.636326,In Procesare
4101,106,BOM-B200,62,79.88,2025-05-05 18:10:18.636326,Finalizat
4102,102,Bom-B200,9,309.41,2025-09-09 18:10:18.636326,Finalizat
4103,110,BOM-B200,18,288.12,2025-09-05 18:10:18.636326,Finalizat
4104,101,bom-a100,39,201.0,2026-03-22 18:10:18.636326,Finalizat
4105,110,BOM-C300,29,493.85,2025-09-15 18:10:18.636326,Finalizat
4106,106,BOM-A100,72,351.67,2025-05-31 18:10:18.636326,Finalizat
4107,103,BOM-B200,94,404.63,2025-05-27 18:10:18.636326,Finalizat
4108,110,BOM-C300,54,164.63,2026-01-11 18:10:18.636326,Finalizat
4109,104,bom-a100,26,69.42,2025-11-13 18:10:18.636326,Finalizat
4110,106,BOM-A100,71,298.33,2025-06-16 18:10:18.636326,Finalizat
4111,101,BOM-B200,70,434.84,2025-05-27 18:10:18.636326,Finalizat
4112,110,bom-a100,53,380.42,2025-09-13 18:10:18.636326,Finalizat
4113,105,BOM-B200,16,291.23,2025-11-08 18:10:18.636326,
4114,105,BOM-C300,37,335.44,2026-03-14 18:10:18.636326,In Procesare
4115,106,BOM-B200,54,315.8,2025-11-09 18:10:18.636326,Finalizat
4116,103,bom-a100,35,418.99,2026-04-15 18:10:18.636326,Finalizat
4117,102,bom-a100,30,153.91,2025-10-13 18:10:18.636326,
4118,108,BOM-A100,40,149.32,2025-10-02 18:10:18.636326,In Procesare
4119,108,BOM-A100,48,76.97,2025-05-10 18:10:18.636326,Finalizat
4120,103,BOM-B200,-15,19.17,2026-02-06 18:10:18.636326,Finalizat
4121,110,BOM-B200,29,436.59,2025-09-22 18:10:18.636326,Finalizat
4122,104,BOM-C300,58,290.14,2025-08-27 18:10:18.636326,In Procesare
4123,105,BOM-C300,72,57.82,2025-05-02 18:10:18.636326,Anulat
4124,104,bom-a100,45,456.83,2025-12-15 18:10:18.636326,Finalizat
4125,101,BOM-A100,65,497.12,2026-04-16 18:10:18.636326,Finalizat
4126,108,bom-a100,85,452.75,2025-12-25 18:10:18.636326,Finalizat
4127,102,BOM-A100,72,16.0,2025-06-28 18:10:18.636326,Finalizat
4128,108,BOM-C300,26,384.62,2026-02-26 18:10:18.636326,Finalizat
4129,109,Bom-B200,10,296.88,2026-02-07 18:10:18.636326,Finalizat
4130,101,BOM-B200,49,486.91,2025-05-08 18:10:18.636326,In Procesare
4131,101,BOM-B200,39,112.7,2025-05-27 18:10:18.636326,Finalizat
4132,109,BOM-B200,33,186.4,2026-04-09 18:10:18.636326,Anulat
4133,103,BOM-A100,43,196.99,2025-10-04 18:10:18.636326,Finalizat
4134,109,BOM-C300,17,18.1,2025-06-18 18:10:18.636326,Finalizat
4135,104,BOM-B200,57,432.21,2025-07-03 18:10:18.636326,Finalizat
4136,102,BOM-C300,45,91.26,2025-04-27 18:10:18.636326,In Procesare
4137,104,BOM-A100,-15,363.51,2026-02-26 18:10:18.636326,Finalizat
4138,103,bom-a100,46,168.67,2026-02-19 18:10:18.636326,Finalizat
4139,105,BOM-B200,16,100.46,2025-04-16 18:10:18.636326,In Procesare
4140,106,BOM-A100,26,370.6,2025-05-06 18:10:18.636326,In Procesare
4141,110,bom-a100,57,468.67,2026-01-25 18:10:18.636326,Finalizat
4142,108,BOM-C300,60,72.57,2026-02-10 18:10:18.636326,In Procesare
4143,104,bom-a100,59,491.01,2025-08-20 18:10:18.636326,Finalizat
4144,107,BOM-C300,14,425.35,2026-03-29 18:10:18.636326,Finalizat
4145,102,BOM-B200,47,334.63,2025-05-22 18:10:18.636326,Finalizat
4146,104,BOM-A100,66,361.2,2025-11-15 18:10:18.636326,
4147,109,Bom-B200,-15,267.96,2025-08-16 18:10:18.636326,Anulat
4148,102,BOM-A100,53,432.39,2025-09-17 18:10:18.636326,In Procesare
4149,109,BOM-A100,49,82.53,2025-05-15 18:10:18.636326,
4150,104,bom-a100,45,77.93,2025-12-09 18:10:18.636326,Finalizat
4151,109,BOM-B200,27,40.13,2026-02-13 18:10:18.636326,Finalizat
4152,108,BOM-B200,70,283.05,2026-02-19 18:10:18.636326,Finalizat
4153,110,BOM-B200,64,43.84,2025-11-03 18:10:18.636326,Finalizat
4154,103,BOM-B200,22,298.36,2025-09-02 18:10:18.636326,Finalizat
4155,102,bom-a100,35,466.4,2026-01-05 18:10:18.636326,Finalizat
4156,108,bom-a100,76,491.58,2025-06-09 18:10:18.636326,Finalizat
4157,106,Bom-B200,79,61.88,2025-09-30 18:10:18.636326,Finalizat
4158,106,BOM-A100,-15,99.83,2026-02-23 18:10:18.636326,Finalizat
4159,107,Bom-B200,46,40.42,2025-08-11 18:10:18.636326,
4160,107,BOM-B200,65,394.26,2026-01-23 18:10:18.636326,
4161,110,Bom-B200,68,172.86,2026-02-02 18:10:18.636326,
4162,107,Bom-B200,54,195.3,2025-05-05 18:10:18.636326,Finalizat
4163,110,bom-a100,56,103.49,2025-06-01 18:10:18.636326,In Procesare
4164,106,BOM-C300,36,250.92,2025-11-28 18:10:18.636326,Finalizat
4165,104,bom-a100,47,24.49,2025-09-12 18:10:18.636326,Finalizat
4166,101,BOM-A100,-15,86.13,2025-12-25 18:10:18.636326,Finalizat
4167,102,Bom-B200,-15,144.42,2026-02-14 18:10:18.636326,
4168,101,BOM-C300,-15,100.8,2026-01-16 18:10:18.636326,In Procesare
4169,109,BOM-B200,80,311.41,2025-09-07 18:10:18.636326,Finalizat
4170,104,BOM-C300,29,107.13,2025-09-17 18:10:18.636326,Finalizat
4171,101,BOM-C300,19,402.76,2026-02-21 18:10:18.636326,In Procesare
4172,110,BOM-A100,68,310.46,2025-08-20 18:10:18.636326,Finalizat
4173,106,BOM-A100,52,491.74,2025-11-01 18:10:18.636326,In Procesare
4174,107,bom-a100,60,96.7,2025-12-01 18:10:18.636326,
4175,103,BOM-B200,48,207.15,2025-06-30 18:10:18.636326,Finalizat
4176,102,bom-a100,64,226.52,2025-07-31 18:10:18.636326,In Procesare
4177,102,bom-a100,47,213.74,2025-04-17 18:10:18.636326,Finalizat
4178,102,Bom-B200,23,38.71,2026-03-06 18:10:18.636326,Finalizat
4179,107,BOM-B200,39,464.95,2025-05-28 18:10:18.636326,Finalizat
4180,105,bom-a100,62,229.39,2025-12-25 18:10:18.636326,Finalizat
4181,106,Bom-B200,45,462.88,2025-12-20 18:10:18.636326,Finalizat
4182,108,bom-a100,71,107.4,2025-09-05 18:10:18.636326,In Procesare
4183,102,BOM-B200,23,193.58,2025-05-16 18:10:18.636326,Finalizat
4184,108,BOM-A100,60,453.95,2025-07-29 18:10:18.636326,Finalizat
4185,102,BOM-C300,11,498.69,2025-10-23 18:10:18.636326,Finalizat
4186,101,BOM-A100,61,123.16,2026-03-10 18:10:18.636326,
4187,107,BOM-A100,53,492.74,2026-02-05 18:10:18.636326,Finalizat
4188,104,BOM-B200,31,467.03,2025-04-20 18:10:18.636326,Finalizat
4189,103,BOM-C300,42,76.77,2025-06-25 18:10:18.636326,In Procesare
4190,104,Bom-B200,57,288.27,2026-02-26 18:10:18.636326,
4191,103,bom-a100,48,126.09,2025-09-01 18:10:18.636326,Anulat
4192,108,BOM-C300,28,181.97,2026-02-13 18:10:18.636326,Finalizat
4193,108,Bom-B200,60,425.41,2025-04-30 18:10:18.636326,Finalizat
4194,109,bom-a100,63,478.75,2025-11-22 18:10:18.636326,In Procesare
4195,103,Bom-B200,58,482.97,2025-05-26 18:10:18.636326,Finalizat
4196,108,BOM-A100,56,270.85,2025-07-23 18:10:18.636326,In Procesare
4197,106,bom-a100,-15,365.97,2026-03-22 18:10:18.636326,In Procesare
4198,104,BOM-C300,66,263.92,2025-07-16 18:10:18.636326,Finalizat
4199,103,BOM-C300,78,310.49,2025-06-24 18:10:18.636326,Finalizat
4200,108,BOM-B200,42,177.71,2025-12-30 18:10:18.636326,In Procesare
4201,105,BOM-C300,79,133.93,2025-10-06 18:10:18.636326,Finalizat
4202,110,BOM-C300,51,274.83,2025-10-06 18:10:18.636326,
4203,109,bom-a100,84,34.29,2026-03-19 18:10:18.636326,Finalizat
4204,108,BOM-B200,23,488.47,2025-09-14 18:10:18.636326,Finalizat
4205,103,Bom-B200,42,157.43,2025-07-06 18:10:18.636326,Finalizat
4206,106,BOM-C300,52,405.9,2025-05-14 18:10:18.636326,In Procesare
4207,106,BOM-A100,53,402.82,2025-07-30 18:10:18.636326,In Procesare
4208,103,bom-a100,28,214.83,2025-04-21 18:10:18.636326,Finalizat
4209,106,bom-a100,32,327.99,2025-07-18 18:10:18.636326,Finalizat
4210,104,bom-a100,36,198.55,2025-08-04 18:10:18.636326,Finalizat
4211,107,Bom-B200,75,87.02,2025-06-02 18:10:18.636326,Finalizat
4212,109,BOM-B200,85,284.11,2025-06-08 18:10:18.636326,Finalizat
4213,104,Bom-B200,35,126.76,2025-04-23 18:10:18.636326,Finalizat
4214,107,BOM-A100,2,55.65,2026-02-09 18:10:18.636326,Finalizat
4215,106,BOM-C300,57,449.99,2025-05-13 18:10:18.636326,Finalizat
4216,104,BOM-C300,38,69.08,2025-10-23 18:10:18.636326,Finalizat
4217,110,Bom-B200,79,446.84,2025-08-08 18:10:18.636326,Finalizat
4218,106,Bom-B200,67,313.72,2026-02-21 18:10:18.636326,Finalizat
4219,102,BOM-B200,45,386.99,2026-02-01 18:10:18.636326,Finalizat
4220,106,BOM-B200,52,276.88,2025-07-05 18:10:18.636326,Finalizat
4221,102,BOM-C300,12,310.22,2025-04-20 18:10:18.636326,Finalizat
4222,110,bom-a100,89,432.49,2025-06-16 18:10:18.636326,Finalizat
4223,108,BOM-C300,18,124.75,2025-10-13 18:10:18.636326,
4224,104,BOM-A100,20,159.37,2025-06-23 18:10:18.636326,Finalizat
4225,109,BOM-B200,80,443.53,2026-02-17 18:10:18.636326,In Procesare
4226,104,Bom-B200,70,186.22,2026-02-23 18:10:18.636326,
4227,105,Bom-B200,59,320.84,2025-10-16 18:10:18.636326,Finalizat
4228,109,BOM-A100,62,319.6,2025-07-24 18:10:18.636326,
4229,109,BOM-A100,83,79.39,2026-02-28 18:10:18.636326,Finalizat
4230,101,BOM-B200,-15,471.74,2026-04-08 18:10:18.636326,Finalizat
4231,103,BOM-A100,45,139.08,2025-11-13 18:10:18.636326,
4232,110,BOM-A100,62,87.44,2025-10-04 18:10:18.636326,Finalizat
4233,102,Bom-B200,28,351.04,2025-11-05 18:10:18.636326,Finalizat
4234,107,BOM-B200,33,16.76,2025-08-12 18:10:18.636326,Finalizat
4235,107,bom-a100,85,16.2,2026-02-10 18:10:18.636326,In Procesare
4236,108,BOM-A100,71,242.74,2025-07-03 18:10:18.636326,Finalizat
4237,106,Bom-B200,65,135.8,2025-06-07 18:10:18.636326,Finalizat
4238,105,bom-a100,43,241.6,2025-05-09 18:10:18.636326,Finalizat
4239,102,bom-a100,35,430.79,2025-12-03 18:10:18.636326,Finalizat
4240,106,BOM-A100,49,337.01,2025-08-21 18:10:18.636326,Finalizat
4241,101,BOM-A100,59,305.89,2025-12-21 18:10:18.636326,Finalizat
4242,108,BOM-A100,47,383.11,2025-10-11 18:10:18.636326,Finalizat
4243,103,BOM-A100,45,116.47,2025-12-14 18:10:18.636326,
4244,109,BOM-A100,66,410.73,2025-05-05 18:10:18.636326,Finalizat
4245,103,BOM-C300,6,355.93,2025-11-03 18:10:18.636326,Finalizat
4246,109,BOM-A100,67,312.13,2025-08-16 18:10:18.636326,Finalizat
4247,103,BOM-C300,73,356.0,2025-05-12 18:10:18.636326,Anulat
4248,108,Bom-B200,-15,173.97,2026-02-16 18:10:18.636326,
4249,103,Bom-B200,60,302.92,2025-08-23 18:10:18.636326,Finalizat
4250,108,Bom-B200,55,332.0,2025-12-04 18:10:18.636326,Finalizat
4251,104,BOM-A100,70,226.17,2025-07-17 18:10:18.636326,Anulat
4252,104,bom-a100,43,429.55,2025-05-13 18:10:18.636326,Finalizat
4253,102,BOM-C300,34,368.31,2025-10-30 18:10:18.636326,Finalizat
4254,109,BOM-B200,29,63.7,2025-07-30 18:10:18.636326,Finalizat
4255,110,BOM-B200,46,364.81,2025-05-01 18:10:18.636326,Finalizat
4256,109,BOM-C300,55,153.98,2026-02-28 18:10:18.636326,Finalizat
4257,108,BOM-A100,48,457.95,2026-02-05 18:10:18.636326,Finalizat
4258,102,BOM-A100,13,423.69,2025-05-24 18:10:18.636326,In Procesare
4259,107,BOM-C300,68,458.22,2025-06-12 18:10:18.636326,Finalizat
4260,107,BOM-B200,62,129.05,2025-12-19 18:10:18.636326,Finalizat
4261,106,bom-a100,73,243.64,2025-07-19 18:10:18.636326,In Procesare
4262,104,bom-a100,36,277.15,2025-11-30 18:10:18.636326,Finalizat
4263,110,Bom-B200,75,278.17,2025-09-17 18:10:18.636326,Finalizat
4264,106,BOM-A100,53,361.16,2025-08-14 18:10:18.636326,Finalizat
4265,110,BOM-C300,37,26.67,2025-12-11 18:10:18.636326,Finalizat
4266,107,Bom-B200,-15,25.5,2025-07-29 18:10:18.636326,In Procesare
4267,106,BOM-C300,35,98.43,2025-09-09 18:10:18.636326,Finalizat
4268,104,bom-a100,22,238.4,2025-10-29 18:10:18.636326,
4269,101,BOM-A100,52,253.96,2025-09-13 18:10:18.636326,Finalizat
4270,106,BOM-A100,50,384.9,2025-11-01 18:10:18.636326,Finalizat
4271,106,Bom-B200,63,92.58,2025-04-18 18:10:18.636326,Finalizat
4272,106,BOM-A100,74,224.22,2025-09-10 18:10:18.636326,
4273,102,BOM-A100,51,469.52,2025-10-25 18:10:18.636326,Finalizat
4274,108,BOM-C300,38,165.49,2025-12-15 18:10:18.636326,Finalizat
4275,101,Bom-B200,-15,159.58,2025-06-18 18:10:18.636326,Finalizat
4276,102,BOM-B200,70,196.9,2025-06-25 18:10:18.636326,Finalizat
4277,104,bom-a100,42,374.09,2025-09-17 18:10:18.636326,Finalizat
4278,108,BOM-C300,57,78.55,2025-07-23 18:10:18.636326,Finalizat
4279,109,BOM-C300,17,455.29,2025-11-27 18:10:18.636326,Finalizat
4280,107,BOM-B200,38,27.72,2025-06-18 18:10:18.636326,Finalizat
4281,110,BOM-A100,76,340.14,2025-10-13 18:10:18.636326,Finalizat
4282,108,BOM-A100,9,484.29,2025-11-23 18:10:18.636326,Finalizat
4283,102,bom-a100,39,60.58,2025-10-10 18:10:18.636326,
4284,102,bom-a100,36,90.13,2026-04-16 18:10:18.636326,Finalizat
4285,106,BOM-C300,82,350.96,2025-12-02 18:10:18.636326,Finalizat
4286,101,Bom-B200,69,113.05,2025-09-03 18:10:18.636326,Finalizat
4287,108,BOM-A100,48,427.79,2025-05-04 18:10:18.636326,Finalizat
4288,106,Bom-B200,74,306.47,2025-08-03 18:10:18.636326,Finalizat
4289,109,BOM-C300,80,54.15,2025-12-17 18:10:18.636326,Finalizat
4290,104,bom-a100,61,409.49,2026-01-04 18:10:18.636326,Finalizat
4291,102,BOM-C300,45,458.0,2025-10-21 18:10:18.636326,Finalizat
4292,105,Bom-B200,6,81.34,2025-10-30 18:10:18.636326,Finalizat
4293,108,bom-a100,74,104.6,2026-02-08 18:10:18.636326,In Procesare
4294,104,BOM-A100,-3,406.32,2025-05-29 18:10:18.636326,Finalizat
4295,110,Bom-B200,87,395.24,2025-07-17 18:10:18.636326,Anulat
4296,105,BOM-C300,30,134.22,2026-03-26 18:10:18.636326,Finalizat
4297,103,BOM-C300,36,386.82,2025-04-20 18:10:18.636326,Finalizat
4298,105,BOM-C300,23,393.15,2025-08-11 18:10:18.636326,
4299,110,BOM-B200,11,447.44,2026-02-03 18:10:18.636326,
4300,109,BOM-C300,25,251.2,2025-07-13 18:10:18.636326,Finalizat
4301,107,bom-a100,58,294.82,2025-08-13 18:10:18.636326,In Procesare
4302,105,bom-a100,60,16.97,2026-03-20 18:10:18.636326,Finalizat
4303,107,BOM-B200,-15,446.3,2026-01-09 18:10:18.636326,In Procesare
4304,110,BOM-C300,34,206.17,2025-07-01 18:10:18.636326,Finalizat
4305,104,BOM-B200,86,413.12,2026-01-21 18:10:18.636326,Finalizat
4306,102,Bom-B200,24,246.93,2025-08-13 18:10:18.636326,
4307,110,BOM-A100,67,314.3,2025-10-26 18:10:18.636326,Finalizat
4308,107,bom-a100,49,97.19,2025-07-09 18:10:18.636326,Finalizat
4309,103,bom-a100,16,413.71,2026-03-31 18:10:18.636326,Finalizat
4310,102,BOM-A100,92,439.14,2026-04-02 18:10:18.636326,In Procesare
4311,107,BOM-B200,56,425.87,2026-01-26 18:10:18.636326,Finalizat
4312,104,BOM-B200,20,315.88,2025-12-31 18:10:18.636326,In Procesare
4313,107,BOM-A100,33,394.55,2025-05-20 18:10:18.636326,Finalizat
4314,104,BOM-A100,72,387.98,2026-02-03 18:10:18.636326,Finalizat
4315,104,BOM-B200,50,32.68,2026-01-05 18:10:18.636326,Finalizat
4316,104,BOM-C300,31,405.74,2025-11-17 18:10:18.636326,
4317,104,bom-a100,74,388.35,2025-11-15 18:10:18.636326,In Procesare
